"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSImmunisation.administeredProduct.classification","EHDSImmunisation.administeredProduct.classification","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Classification (e.g. ATC; narcotic/psychotropic; orphan drug; etc.)","Classification (e.g. ATC; narcotic/psychotropic; orphan drug; etc.)","","","","","","","","","",,"preferred","WHO ATC","","",,,,"EHDSMedication.classification",0,*,"",""
"EHDSImmunisation.administeredProduct.productName","EHDSImmunisation.administeredProduct.productName","","","",0,1,"","","","string {[]} {[]}
","Current trade name (authorised name) of the product. When medication is specified by a CodeableConcept, the name may be omitted when available as the display name of the concept.","Current trade name (authorised name) of the product. When medication is specified by a CodeableConcept, the name may be omitted when available as the display name of the concept.","","","","","","","","","",,,,,"",,,,"EHDSMedication.productName",0,1,"",""
"EHDSImmunisation.administeredProduct.marketingAuthorisationHolder","EHDSImmunisation.administeredProduct.marketingAuthorisationHolder","","","",0,1,"","","","Base {[]} {[]}
","Marketing authorisation holder of the medicinal product. Relevant for identifying the exact product. If the product does not have a marketing authorisation, the manufacturer information may be used.","Marketing authorisation holder of the medicinal product. Relevant for identifying the exact product. If the product does not have a marketing authorisation, the manufacturer information may be used.","","","","","","","","","",,,,,"",,,,"EHDSMedication.marketingAuthorisationHolder",0,1,"",""
"EHDSImmunisation.administeredProduct.marketingAuthorisationHolder.organisationName","EHDSImmunisation.administeredProduct.marketingAuthorisationHolder.organisationName","","","",0,1,"","","","string {[]} {[]}
","Name of the organisation holding the authorisation for marketing/manufacturing","Name of the organisation holding the authorisation for marketing/manufacturing","","","","","","","","","",,,,,"",,,,"EHDSMedication.marketingAuthorisationHolder.organisationName",0,1,"",""
"EHDSImmunisation.administeredProduct.marketingAuthorisationHolder.organisationIdentifier","EHDSImmunisation.administeredProduct.marketingAuthorisationHolder.organisationIdentifier","","","",0,*,"","","","Identifier {[]} {[]}
","Identifier of the organisation and/or its physical location","Identifier of the organisation and/or its physical location","","","","","","","","","",,,,,"",,,,"EHDSMedication.marketingAuthorisationHolder.organisationIdentifier",0,*,"",""
"EHDSImmunisation.administeredProduct.doseForm","EHDSImmunisation.administeredProduct.doseForm","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Dose form at the package level (e.g. authorised dose form), corresponding to IDMP Combined Pharmaceutical Dose Form (this includes terms from EDQM Combination Pack or Combined Dose Form lists). Dose form for a single package item is defined in item.doseForm.","Dose form at the package level (e.g. authorised dose form), corresponding to IDMP Combined Pharmaceutical Dose Form (this includes terms from EDQM Combination Pack or Combined Dose Form lists). Dose form for a single package item is defined in item.doseForm.","","","","","","","","","",,"preferred","EDQM Standard Terms","","",,,,"EHDSMedication.doseForm",0,1,"",""
"EHDSImmunisation.administeredProduct.description","EHDSImmunisation.administeredProduct.description","","","",0,1,"","","","string {[]} {[]}
","Textual description of the product, e.g. including package description.","Textual description of the product, e.g. including package description.","","","","","","","","","",,,,,"",,,,"EHDSMedication.description",0,1,"",""
"EHDSImmunisation.administeredProduct.item","EHDSImmunisation.administeredProduct.item","","","",0,*,"","","","Base {[]} {[]}
","A medication item. For combination packs, this can be multiple manufactured items with each item having its own dose form and ingredients+strengths defined","A medication item. For combination packs, this can be multiple manufactured items with each item having its own dose form and ingredients+strengths defined","","","","","","","","","",,,,,"",,,,"EHDSMedication.item",0,*,"",""
"EHDSImmunisation.administeredProduct.item.doseForm","EHDSImmunisation.administeredProduct.item.doseForm","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Administrable or manufactured item dose form, depending on the type of medication definition. This should not include combined dose forms.","Administrable or manufactured item dose form, depending on the type of medication definition. This should not include combined dose forms.","","","","","","","","","",,"preferred","EDQM Standard Terms","","",,,,"EHDSMedication.item.doseForm",0,1,"",""
"EHDSImmunisation.administeredProduct.item.ingredient","EHDSImmunisation.administeredProduct.item.ingredient","","","",1,*,"","","","Base {[]} {[]}
","Ingredients","Ingredients","","","","","","","","","",,,,,"",,,,"EHDSMedication.item.ingredient",1,*,"",""
