"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSPatientSummaryObligations.alerts.medicalAlert","EHDSPatientSummaryObligations.alerts.medicalAlert","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAlert {[]} {[]}
","Description of medical alerts in textual format: any clinical information that is imperative to know so that the life or health of the patient does not come under threat.","Description of medical alerts in textual format: any clinical information that is imperative to know so that the life or health of the patient does not come under threat.","","ISO IPS","","","","","","","",,,,,"",,,,"EHDSPatientSummary.alerts.medicalAlert",0,*,"",""
"EHDSPatientSummaryObligations.alerts.note","EHDSPatientSummaryObligations.alerts.note","","","",0,1,"","","","string {[]} {[]}
","Free text notes by the health professional","Free text notes by the health professional","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.alerts.note",0,1,"",""
"EHDSPatientSummaryObligations.allergiesAndIntolerances","EHDSPatientSummaryObligations.allergiesAndIntolerances","","","",1,1,"","","","Base {[]} {[]}
","Section: Allergies and intolerances","Section: Allergies and intolerances","","eHN PS Guideline, MyHealth@EU, ISO IPS","","","","","","","",,,,,"",,,,"EHDSPatientSummary.allergiesAndIntolerances",1,1,"",""
"EHDSPatientSummaryObligations.allergiesAndIntolerances.generatedNarrative","EHDSPatientSummaryObligations.allergiesAndIntolerances.generatedNarrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the whole section.","Narrative, potentially formatted, content of the whole section.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.allergiesAndIntolerances.generatedNarrative",0,1,"",""
"EHDSPatientSummaryObligations.allergiesAndIntolerances.allergyIntolerance","EHDSPatientSummaryObligations.allergiesAndIntolerances.allergyIntolerance","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSAllergyIntolerance {[]} {[]}
","List of structured allergies and intolerances","List of structured allergies and intolerances","","eHN PS Guideline, MyHealth@EU, ISO IPS","","","","","","","",,,,,"",,,,"EHDSPatientSummary.allergiesAndIntolerances.allergyIntolerance",0,*,"",""
"EHDSPatientSummaryObligations.allergiesAndIntolerances.emptyReason","EHDSPatientSummaryObligations.allergiesAndIntolerances.emptyReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Use if no Allergies are listed","Reason for absence of data (indicates whether the person is known to have no allergies or the data is considered incomplete)","","This element is present in MyHealth@EU specifications and ISO IPS. The proposed way of modelling is identical to the newest version of FHIR IPS IG. See general description of Patient summary modelling for more information about this element. MH@EU has a similar concept, but it is modelled in slightly different way.","","","","","","","",,,,,"",,,,"EHDSPatientSummary.allergiesAndIntolerances.emptyReason",0,1,"",""
"EHDSPatientSummaryObligations.allergiesAndIntolerances.note","EHDSPatientSummaryObligations.allergiesAndIntolerances.note","","","",0,1,"","","","string {[]} {[]}
","Free text notes by the health professional","Free text notes by the health professional","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.allergiesAndIntolerances.note",0,1,"",""
"EHDSPatientSummaryObligations.problems","EHDSPatientSummaryObligations.problems","","","",1,1,"","","","Base {[]} {[]}
","Section: Medical problems","Conditions and symptoms affecting the health of the patient.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.problems",1,1,"",""
"EHDSPatientSummaryObligations.problems.generatedNarrative","EHDSPatientSummaryObligations.problems.generatedNarrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the whole section.","Narrative, potentially formatted, content of the whole section.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.problems.generatedNarrative",0,1,"",""
"EHDSPatientSummaryObligations.problems.emptyReason","EHDSPatientSummaryObligations.problems.emptyReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Use if no conditions are listed","Use if no conditions are listed","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.problems.emptyReason",0,1,"",""
"EHDSPatientSummaryObligations.problems.problem","EHDSPatientSummaryObligations.problems.problem","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSCondition {[]} {[]}
","Health conditions affecting the health of the patient.","Health conditions affecting the health of the patient.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.problems.problem",0,*,"",""
"EHDSPatientSummaryObligations.problems.note","EHDSPatientSummaryObligations.problems.note","","","",0,1,"","","","string {[]} {[]}
","Free text notes by the health professional","Free text notes by the health professional","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.problems.note",0,1,"",""
"EHDSPatientSummaryObligations.medicationSummary","EHDSPatientSummaryObligations.medicationSummary","","","",1,1,"","","","Base {[]} {[]}
","Section: Medication summary","Current and relevant past medicines.","","","","","","","","","",,,,,"",,,,"EHDSPatientSummary.medicationSummary",1,1,"",""
